prev_norm,m,curr_norm,converged
0.05871065692947099,18,0.05418733090447664,0
0.05418733090447664,10,0.052947266009521245,0
0.052947266009521245,11,0.051620213514138945,0
0.051620213514138945,6,0.05105215517127818,0
0.05105215517127818,15,0.036937199610106546,0
0.036937199610106546,15,0.030849425144128743,0
0.030849425144128743,17,0.02607664945952033,0
0.02607664945952033,18,0.02135962755725126,0
0.02135962755725126,9,0.019669226924243312,0
0.019669226924243312,15,0.016952530511630315,0
0.016952530511630315,16,0.014202824851662877,0
0.014202824851662877,6,0.013807216233952454,0
0.013807216233952454,18,0.011358846699457711,0
0.011358846699457711,2,0.011109256393107746,0
0.011109256393107746,19,0.008696193492796217,0
0.008696193492796217,15,0.007758673044753204,0
0.007758673044753204,2,0.007703324367727619,0
0.007703324367727619,13,0.006923139293314793,0
0.006923139293314793,1,0.006894269522139573,0
0.006894269522139573,15,0.006255251525364338,0
0.006255251525364338,16,0.005483158795270292,0
0.005483158795270292,12,0.005019440590524936,0
0.005019440590524936,17,0.0031084554359931712,0
0.0031084554359931712,2,0.0029380649923851105,0
0.0029380649923851105,6,0.0021928990484797704,0
0.0021928990484797704,8,0.002018207615067224,0
0.002018207615067224,1,0.002015046784513275,0
0.002015046784513275,9,0.0019284445063582154,0
0.0019284445063582154,6,0.0018801827841020498,0
0.0018801827841020498,8,0.0018213814643413665,0
0.0018213814643413665,9,0.0017634946487057159,0
0.0017634946487057159,17,0.0012400197082042186,0
0.0012400197082042186,6,0.0009947455602608347,0
0.0009947455602608347,17,0.000871264494618375,0
0.000871264494618375,9,0.0008415797233642306,0
0.0008415797233642306,7,0.0008212677999339577,0
0.0008212677999339577,10,0.0007687150902654505,0
0.0007687150902654505,8,0.0007248573331429046,0
0.0007248573331429046,5,0.000717009417821943,0
0.000717009417821943,10,0.000650525319451436,0
0.000650525319451436,3,0.000622368885705457,0
0.000622368885705457,7,0.000599957429093489,0
0.000599957429093489,11,0.0005541630395165298,0
0.0005541630395165298,8,0.0005165552803982192,0
0.0005165552803982192,16,0.0003577575419004449,0
0.0003577575419004449,5,0.00029726647426060466,0
0.00029726647426060466,19,0.0002328948509965723,0
0.0002328948509965723,15,0.00020856068819311984,0
0.00020856068819311984,19,0.00016972096365108232,0
0.00016972096365108232,16,0.00014546313403519343,0
0.00014546313403519343,3,0.00014438339993728844,0
0.00014438339993728844,11,0.00013521575641177214,0
0.00013521575641177214,4,0.00013098617547541993,0
0.00013098617547541993,16,0.00011927942349915508,0
0.00011927942349915508,12,0.0001096381128739951,0
0.0001096381128739951,6,0.00010771287867786848,0
0.00010771287867786848,18,6.382293857644661e-05,0
6.382293857644661e-05,3,5.121890220808007e-05,0
5.121890220808007e-05,11,3.8472838901123264e-05,0
3.8472838901123264e-05,14,2.7870349993151203e-05,0
2.7870349993151203e-05,2,2.5816590665447036e-05,0
2.5816590665447036e-05,12,2.0540325198808718e-05,0
2.0540325198808718e-05,16,1.625782749933347e-05,0
1.625782749933347e-05,2,1.5371004373711885e-05,0
1.5371004373711885e-05,10,1.30516575007524e-05,0
1.30516575007524e-05,5,1.2892810093151774e-05,0
1.2892810093151774e-05,13,1.0949321501787027e-05,0
1.0949321501787027e-05,3,1.0424084263557975e-05,0
1.0424084263557975e-05,18,9.10122608553883e-06,0
9.10122608553883e-06,17,7.721975619875221e-06,0
7.721975619875221e-06,4,7.382585122095122e-06,0
7.382585122095122e-06,7,6.930365385752379e-06,0
6.930365385752379e-06,12,6.5976238295710155e-06,0
6.5976238295710155e-06,14,6.105291152274521e-06,0
6.105291152274521e-06,9,5.8459200152544755e-06,0
5.8459200152544755e-06,3,5.8172106527781404e-06,0
5.8172106527781404e-06,2,5.806800665424132e-06,0
5.806800665424132e-06,19,1.6834132589401704e-06,0
1.6834132589401704e-06,9,8.356068997672849e-07,1
15.212539847706465,8,3.334308592128576,0
3.334308592128576,11,2.334022067042467,0
2.334022067042467,10,2.035236433206748,0
2.035236433206748,3,1.9671626711136245,0
1.9671626711136245,5,1.8802484895633842,0
1.8802484895633842,11,1.5743391864142022,0
1.5743391864142022,2,1.5277611213072326,0
1.5277611213072326,18,0.8831986082649854,0
0.8831986082649854,3,0.8153754810159892,0
0.8153754810159892,4,0.7543854793069805,0
0.7543854793069805,15,0.5398562606063407,0
0.5398562606063407,2,0.5207470240531058,0
0.5207470240531058,18,0.4277505378523099,0
0.4277505378523099,14,0.3777922157552638,0
0.3777922157552638,2,0.3750557130985678,0
